log10c0,K,deltaE,id
1.05,[1;1.875350025671444],[0;0.05],54487
-0.15,[1;1.323046769009277],[0;0.05],38831
1.2,[1;15.15904820561199],[0;1],57310
-1.65,[1;2.718229498647516],[0;1],19292
2.55,[1;459.7682831286619],[0;1],75495
-2.7,[1;1.038719499155667],[0;0.05],4120
2.1,[1;12.59865501825079],[0;0.05],68667
0.15,[1;1.485693711879108],[0;0.05],42991
1.8,[1;44.57413202732922],[0;1],65276
0.45,[1;13.3090219555325],[0;1],47897
-2.7,[1;1.195124391891474],[0;0.05],4653
-1.8,[1;1.111497470832096],[0;0.05],16376
-2.1,[1;1.75627618663014],[0;1],13125
2.85,[1;922.2446437706512],[0;1],79503
-1.65,[1;1.293146199453967],[0;0.05],18988
1.2,[1;3.000407248534866],[0;0.05],56800
1.05,[1;14.25649008221999],[0;1],55379
-0.45,[1;1.506495824018943],[0;1],35092
2.55,[1;25.83263256428132],[0;0.05],74530
0.6000000000000001,[1;4.545486028252533],[0;1],49234
-2.25,[1;1.156976434623745],[0;0.05],10526
-0.8999999999999999,[1;1.075755611964307],[0;0.05],28254
2.85,[1;773.572077112129],[0;1],79432
2.85,[1;1632.103800069792],[0;1],79842
0.8999999999999999,[1;2.139393417784073],[0;0.05],52813
2.25,[1;331.3847558839675],[0;1],71678
-3,[1;3.545176177111547],[0;1],1420
0,[1;1.813671828273717],[0;1],41117
1.2,[1;2.650312557113649],[0;0.05],56667
2.25,[1;16.88281071914301],[0;0.05],70653
-1.2,[1;1.195296074074252],[0;0.05],24651
1.5,[1;5.9830340799677],[0;0.05],61049
-0.8999999999999999,[1;1.25016599285446],[0;1],29053
-0.75,[1;3.599437544522372],[0;1],31420
-2.1,[1;2.057724728896677],[0;1],13176
-2.7,[1;4.567963301771647],[0;1],5597
1.35,[1;13.65622210274644],[0;1],59219
-2.7,[1;6.434258081883713],[0;1],5915
-3,[1;1.491242210475937],[0;1],1069
2.55,[1;487.1292156864695],[0;1],75521
0.6000000000000001,[1;1.351976809653613],[0;1],49053
-2.55,[1;4.916303675440863],[0;1],7656
2.7,[1;12.34912288711432],[0;0.05],76213
2.7,[1;926.9646738549187],[0;1],77685
-3,[1;1.022514028220884],[0;0.05],61
0,[1;1.363677560480497],[0;0.05],40846
1.5,[1;87.6694280055908],[0;1],61919
2.25,[1;534.511064005805],[0;1],72061
-2.55,[1;1.093041161314607],[0;0.05],6306
-0.6000000000000001,[1;4.265016202248765],[0;1],33509
-0.6000000000000001,[1;1.298322927419939],[0;1],33062
1.5,[1;42.64630486384663],[0;1],61465
1.65,[1;2.190321612300278],[0;0.05],62219
0.3,[1;1.168517476209555],[0;0.05],44314
-1.65,[1;1.149836103012924],[0;0.05],18506
-1.35,[1;1.156798700762131],[0;0.05],22527
1.95,[1;7.248244204434788],[0;0.05],66515
-2.4,[1;1.052447790210499],[0;0.05],8170
-2.85,[1;3.417285398820677],[0;1],3399
2.25,[1;16.93584630873096],[0;0.05],70655
1.5,[1;5.883864205206149],[0;0.05],61029
0.8999999999999999,[1;16.42605460177031],[0;1],53563
0,[1;1.309255288980198],[0;0.05],40723
0,[1;5.22944366552821],[0;1],41503
-3,[1;1.260676741731053],[0;0.05],875
2.1,[1;4.337466467960373],[0;0.05],68229
2.1,[1;363.4923349951749],[0;1],70014
1.2,[1;3.658479976770235],[0;0.05],57050
2.25,[1;25.87234315430005],[0;0.05],70992
0.75,[1;4.731941044465207],[0;1],51201
-1.35,[1;1.088775734990324],[0;0.05],22301
-2.85,[1;6.321906673149329],[0;1],3894
-1.5,[1;1.044558265095704],[0;0.05],20153
0.15,[1;1.28838597337809],[0;0.05],42599
-0.3,[1;1.060837673085101],[0;0.05],36185
-1.2,[1;1.084730921788212],[0;0.05],24287
-2.55,[1;1.063593017343995],[0;0.05],6206
-0.6000000000000001,[1;6.468466240824091],[0;1],33841
0.15,[1;3.465834864075346],[0;1],43272
-2.25,[1;3.02406320100485],[0;1],11338
-1.95,[1;2.988270835540905],[0;1],15335
-1.8,[1;3.520593831389307],[0;1],17426
-1.2,[1;1.892717331272086],[0;1],25156
-0.45,[1;1.147523969560908],[0;0.05],34443
3,[1;122.4483220102141],[0;0.05],80886
0.3,[1;2.696661638845065],[0;1],45173
1.8,[1;8.170694542361458],[0;0.05],64795
2.1,[1;5.620025420973498],[0;0.05],68297
1.8,[1;7.50829614249866],[0;0.05],64726
0.15,[1;1.317579465299159],[0;0.05],42657
-2.4,[1;6.841342037235949],[0;1],9984
-0.45,[1;5.71403571527668],[0;1],35698
-0.45,[1;1.009702737149248],[0;0.05],34046
-1.5,[1;1.174389732555944],[0;0.05],20587
-2.1,[1;2.453745362854677],[0;1],13243
-2.55,[1;1.165483595482313],[0;0.05],6552
2.85,[1;17.22301986622355],[0;0.05],78217
-0.8999999999999999,[1;1.03849605668575],[0;0.05],28135
-0.45,[1;1.284315499728106],[0;1],35060
-0.15,[1;1.033923701103639],[0;0.05],38107
-2.4,[1;1.08958436249594],[0;0.05],8296
-2.4,[1;1.233414896426855],[0;0.05],8784
1.8,[1;2.09390922188101],[0;0.05],64162
-2.25,[1;2.941436127562624],[0;1],11324
-2.1,[1;1.151595857147798],[0;0.05],12509
-1.5,[1;1.777487980174693],[0;1],21135
-1.65,[1;1.197407919258914],[0;0.05],18666
2.7,[1;1346.947618992658],[0;1],77968
-0.75,[1;1.096271233520451],[0;0.05],30314
-0.45,[1;7.776146850101017],[0;1],35995
2.85,[1;1910.603115078009],[0;1],79975
-0.3,[1;8.390914600135114],[0;1],38023
-1.95,[1;1.089056397144101],[0;0.05],14299
1.2,[1;3.571614376643166],[0;0.05],57017
0,[1;1.388455180025348],[0;0.05],40902
-0.75,[1;1.487530538967217],[0;1],31091
-2.7,[1;2.232160400876674],[0;1],5199
0.75,[1;19.43939453662479],[0;1],51855
1.65,[1;6.732768063003223],[0;0.05],62879
0.6000000000000001,[1;6.062843999520529],[0;1],49320
1.05,[1;31.37551833268515],[0;1],55818
2.85,[1;352.6821348816651],[0;1],79231
-1.2,[1;1.296748713809245],[0;0.05],24985
-1.05,[1;3.109980678170932],[0;1],27354
1.65,[1;6.829122987715103],[0;0.05],62893
1.65,[1;6.3473483641557],[0;0.05],62823
-1.35,[1;1.012024158566383],[0;0.05],22046
-1.2,[1;3.806344966992006],[0;1],25471
-0.8999999999999999,[1;3.692388943885904],[0;1],29443
-0.45,[1;1.240561980357696],[0;0.05],34711
2.1,[1;21.35087311785032],[0;1],69107
2.55,[1;353.4815835771789],[0;1],75394
-0.45,[1;1.153425634424883],[0;0.05],34460
-2.55,[1;5.876313168882819],[0;1],7819
-1.5,[1;1.091524948024869],[0;0.05],20310
2.85,[1;1843.59576109107],[0;1],79943
-0.15,[1;1.224808820522002],[0;0.05],38585
-2.25,[1;1.111836644199042],[0;1],11014
2.7,[1;4.557919841272874],[0;0.05],76108
-1.5,[1;4.200609838303595],[0;1],21540
1.65,[1;7.090657783361636],[0;0.05],62931
1.65,[1;89.77718148030222],[0;1],63692
2.55,[1;34.19876386561092],[0;0.05],74689
-0.8999999999999999,[1;1.092350203811059],[0;0.05],28307
1.35,[1;3.77995546081133],[0;0.05],58815
2.55,[1;44.09257696197066],[0;1],75100
-1.95,[1;5.556842704511211],[0;1],15769
0.6000000000000001,[1;1.144633461333024],[0;0.05],48196
-2.1,[1;2.826122973889811],[0;1],13306
-1.35,[1;7.079622711031423],[0;1],24017
1.2,[1;48.37855952693344],[0;1],57941
1.2,[1;16.36990202556507],[0;1],57333
-1.35,[1;4.25636864492723],[0;1],23548
2.4,[1;26.05241396815175],[0;0.05],72727
-1.65,[1;2.765801314893506],[0;1],19300
-0.15,[1;4.545744225888366],[0;1],39467
2.4,[1;475.9111425751638],[0;1],73693
2.7,[1;69.63301575749142],[0;0.05],76985
2.7,[1;71.93327570435891],[0;0.05],77016
0.75,[1;1.903978958033491],[0;0.05],50838
1.2,[1;10.84209110838797],[0;1],57228
2.7,[1;59.61575469855243],[0;0.05],76850
-1.5,[1;5.008317124346563],[0;1],21675
-1.8,[1;1.11327692643259],[0;0.05],16382
-2.7,[1;4.509274786673783],[0;1],5587
-1.2,[1;1.064987144594276],[0;0.05],24222
3,[1;2116.722680702527],[0;1],81781
-2.55,[1;6.565399737795143],[0;1],7936
1.05,[1;1.185129524456789],[0;0.05],54133
-3,[1;1.069619921187883],[0;0.05],222
1.65,[1;3.787060364668586],[0;0.05],62451
-1.8,[1;4.64758237836897],[0;1],17616
-0.6000000000000001,[1;1.098872902358882],[0;0.05],32314
1.8,[1;94.30201190108708],[0;1],65535
3,[1;1971.921320178132],[0;1],81732
1.8,[1;1.34511103073176],[0;0.05],64084
1.65,[1;4.138067590404723],[0;0.05],62502
0.15,[1;1.154498579395255],[0;0.05],42333
0.75,[1;1.357509355801873],[0;0.05],50352
-2.55,[1;3.826722348528214],[0;1],7471
0.8999999999999999,[1;15.45816673771028],[0;1],53530
-0.15,[1;1.103409079301956],[0;0.05],38281
0.3,[1;3.144549946191189],[0;1],45211
-1.2,[1;1.208964842900823],[0;0.05],24696
2.25,[1;26.77394817729515],[0;0.05],71026
2.55,[1;982.783032406752],[0;1],75992
0.3,[1;2.826313517287364],[0;1],45184
-0.3,[1;1.023217336399308],[0;0.05],36083
-1.05,[1;1.073198622963432],[0;0.05],26248
0,[1;1.091123745487133],[0;0.05],40230
1.35,[1;1.226400196944419],[0;0.05],58105
0.45,[1;1.179777107185578],[0;0.05],46283
-0.75,[1;3.368347416254938],[0;1],31384
-1.5,[1;6.755358068972832],[0;1],21967
-2.25,[1;1.023887827043588],[0;0.05],10075
-2.25,[1;1.018280989917151],[0;0.05],10056
0.15,[1;1.390059859034227],[0;0.05],42801
1.5,[1;74.87651416135071],[0;1],61790
-2.4,[1;1.040953136884053],[0;0.05],8131
-1.95,[1;3.402556620858697],[0;1],15405
0.8999999999999999,[1;14.69558842057208],[0;1],53504
-2.55,[1;1.04268483512486],[0;0.05],6135
1.65,[1;3.415405655065618],[0;0.05],62397
-0.75,[1;3.695725097967136],[0;1],31435
-0.15,[1;1.244376541968655],[0;0.05],38634
-1.65,[1;3.943203766981744],[0;1],19498
3,[1;1525.696719378463],[0;1],81581
0.75,[1;1.525048390230908],[0;0.05],50501
-1.5,[1;6.312614815882615],[0;1],21893
-2.55,[1;3.832611977322338],[0;1],7472
2.85,[1;26.22713305821854],[0;0.05],78303
2.1,[1;4.092271374001982],[0;0.05],68216
2.25,[1;24.17520428748574],[0;0.05],70928
0.6000000000000001,[1;17.47831617871115],[0;1],49967
1.8,[1;8.180294519171063],[0;0.05],64796
0.75,[1;7.430556364127515],[0;1],51321
-2.25,[1;6.187499727078656],[0;1],11874
2.55,[1;31.19958471985125],[0;0.05],74632
1.2,[1;40.74491587940316],[0;1],57796
2.1,[1;294.8377086868254],[0;1],69832
1.05,[1;1.405454147725874],[0;0.05],54246
0.75,[1;20.47386374249534],[0;1],51901
0.45,[1;10.02547572954451],[0;1],47666
-1.05,[1;3.183810188902622],[0;1],27366
-2.55,[1;1.030611096096909],[0;0.05],6094
1.35,[1;60.62725273105893],[0;1],59872
-0.6000000000000001,[1;1.862459232476875],[0;1],33147
1.8,[1;47.45412507021095],[0;1],65291
2.25,[1;7.124262234960741],[0;0.05],70285
-1.95,[1;1.170729880535322],[0;0.05],14575
-0.15,[1;6.08720146637975],[0;1],39660
-0.75,[1;1.053904710004755],[0;0.05],30182
-0.8999999999999999,[1;1.200684709074761],[0;0.05],28653
-3,[1;6.231089825788885],[0;1],1879
3,[1;1168.126012777403],[0;1],81460
1.35,[1;20.92126665628329],[0;1],59320
-2.1,[1;1.06234344561398],[0;0.05],12207
-0.3,[1;3.596165806847766],[0;1],37373
0.75,[1;1.033675517442396],[0;0.05],50064
0.3,[1;1.176768050292247],[0;0.05],44328
-1.2,[1;4.851246406178756],[0;1],25643
1.35,[1;19.05105716725399],[0;1],59294
2.1,[1;11.01431748805811],[0;0.05],68583
2.85,[1;1544.156647961934],[0;1],79800
1.8,[1;4.445903540234421],[0;0.05],64407
1.2,[1;27.00435731384864],[0;1],57535
2.55,[1;49.56297984037977],[0;0.05],74981
-1.8,[1;2.630866031142204],[0;1],17276
-0.45,[1;7.560909660944268],[0;1],35964
-2.4,[1;6.487660396422225],[0;1],9924
-0.45,[1;5.783467066617566],[0;1],35708
-1.05,[1;4.125136450731673],[0;1],27519
0.8999999999999999,[1;2.023540173449615],[0;0.05],52734
-1.5,[1;1.098106266651886],[0;0.05],20332
0.8999999999999999,[1;1.535196751128417],[0;0.05],52401
0.3,[1;1.848031161768197],[0;1],45101
1.35,[1;24.30202996337469],[0;1],59367
1.65,[1;25.08173203089665],[0;1],63222
-0.6000000000000001,[1;1.116792526166573],[0;0.05],32368
1.05,[1;28.7238237517475],[0;1],55750
-1.05,[1;1.156564445497966],[0;0.05],26519
-0.6000000000000001,[1;1.226633183210012],[0;0.05],32699
0.45,[1;1.626822686438055],[0;0.05],46912
1.5,[1;28.86169227199102],[0;1],61326
1.35,[1;60.05180365751146],[0;1],59864
2.25,[1;9.537381561212335],[0;0.05],70376
-3,[1;3.574434495724591],[0;1],1425
0,[1;1.152182879365516],[0;0.05],40368
-2.55,[1;1.17255115003526],[0;0.05],6576
1.95,[1;14.1153452003339],[0;0.05],67026
2.85,[1;1307.536929195554],[0;1],79687
0.75,[1;4.979314115434252],[0;1],51212
-0.15,[1;1.311066531388878],[0;0.05],38801
-0.45,[1;1.133984856049435],[0;0.05],34404
-0.3,[1;1.241562819909009],[0;0.05],36675
2.55,[1;336.6440866185281],[0;1],75378
-1.65,[1;1.263116490448686],[0;0.05],18887
1.95,[1;7.705610578104409],[0;1],67076
-2.1,[1;6.739043267624078],[0;1],13968
-1.5,[1;4.697200243796679],[0;1],21623
-0.45,[1;1.252365310085647],[0;0.05],34745
0.15,[1;1.168591989288185],[0;0.05],42361
2.85,[1;50.30790089727494],[0;0.05],78533
0,[1;1.188906851190921],[0;0.05],40451
-2.85,[1;1.298075507283913],[0;0.05],3002
-2.1,[1;1.245872411052725],[0;0.05],12828
2.4,[1;31.5785514604445],[0;0.05],72875
1.35,[1;38.61632566786808],[0;1],59566
0.8999999999999999,[1;2.330037997068624],[0;0.05],52943
-1.05,[1;4.272795472195053],[0;1],27543
-2.85,[1;6.820680023286572],[0;1],3979
-1.35,[1;1.161313499375304],[0;0.05],22542
-1.8,[1;4.576404154349202],[0;1],17604
-1.05,[1;1.034745752790677],[0;0.05],26123
2.25,[1;181.8243932459567],[0;1],71396
0.3,[1;1.012935222078796],[0;0.05],44050
0.8999999999999999,[1;23.84652822623055],[0;1],53816
1.05,[1;2.236058479696052],[0;0.05],54672
-1.2,[1;1.253008653564218],[0;0.05],24841
1.95,[1;57.96580182010572],[0;1],67263
3,[1;130.279415997758],[0;0.05],80939
1.05,[1;36.36694342621486],[0;1],55946
0.3,[1;1.529185428967224],[0;0.05],44926
-3,[1;3.381329592878508],[0;1],1392
-0.75,[1;6.090075593626931],[0;1],31808
-1.65,[1;1.012175159751092],[0;0.05],18043
0.45,[1;14.57411119411662],[0;1],47986
1.35,[1;62.71325562266851],[0;1],59901
-1.65,[1;1.266684376667136],[0;0.05],18899
-0.15,[1;1.284310667369986],[0;0.05],38734
-0.6000000000000001,[1;1.043786651394499],[0;0.05],32148
-1.05,[1;1.170099855798775],[0;0.05],26563
-0.3,[1;8.140112355563161],[0;1],37989
0.8999999999999999,[1;2.190720804514529],[0;0.05],52848
-1.65,[1;1.879776237311953],[0;1],19151
3,[1;76.79156649793008],[0;0.05],80577
2.4,[1;4.582623035257592],[0;0.05],72152
0.6000000000000001,[1;4.986578461760671],[0;1],49259
-1.65,[1;1.725167834512487],[0;1],19125
1.8,[1;80.28604575906267],[0;1],65462
0.15,[1;9.94880341482312],[0;1],43916
2.55,[1;54.2985258600003],[0;0.05],75071
0.45,[1;1.636772826516807],[0;0.05],46926
0.8999999999999999,[1;9.944138906095567],[0;1],53342
0.8999999999999999,[1;12.70115282190293],[0;1],53436
2.4,[1;36.05920348122242],[0;0.05],72995
2.25,[1;187.6583081006308],[0;1],71407
-0.15,[1;1.39932094852582],[0;0.05],39022
2.55,[1;882.8103942147629],[0;1],75897
1.2,[1;3.447896703734917],[0;0.05],56970
1.5,[1;43.34049398717749],[0;1],61472
-1.35,[1;1.111650714630401],[0;0.05],22377
-1.65,[1;1.010985864344943],[0;0.05],18039
-0.15,[1;6.542450495954926],[0;1],39717
0.6000000000000001,[1;16.79021198243845],[0;1],49928
-2.85,[1;1.273430235865367],[0;0.05],2918
0.3,[1;9.674290005921531],[0;1],45765
2.25,[1;269.8634719619488],[0;1],71562
-2.85,[1;1.250838737065033],[0;0.05],2841
-1.95,[1;3.414393357582062],[0;1],15407
1.65,[1;6.884182944693321],[0;0.05],62901
1.65,[1;6.484998256601244],[0;0.05],62843
-0.6000000000000001,[1;1.557161937975474],[0;1],33101
2.25,[1;23.5122594176364],[0;0.05],70903
-0.45,[1;1.200638953336686],[0;0.05],34596
-1.35,[1;1.057473131272324],[0;0.05],22197
-1.2,[1;5.154996824546998],[0;1],25693
1.8,[1;4.945102334333922],[0;0.05],64459
0.8999999999999999,[1;11.61594521674471],[0;1],53399
-0.75,[1;4.883271590452558],[0;1],31620
0.6000000000000001,[1;1.074940856838739],[0;0.05],48117
-2.7,[1;5.700651643160417],[0;1],5790
2.1,[1;194.4963317746221],[0;1],69566
0,[1;1.391994839960327],[0;0.05],40910
1.05,[1;2.347195679044174],[0;0.05],54729
-0.45,[1;6.581927607037764],[0;1],35823
0.45,[1;1.658094555256989],[0;0.05],46956
0.75,[1;1.066283785888316],[0;0.05],50093
1.05,[1;3.72770277555576],[0;1],55109
-1.2,[1;1.047673370747287],[0;0.05],24165
0.45,[1;1.173380588563523],[0;0.05],46274
-0.8999999999999999,[1;5.564759873010012],[0;1],29742
-0.45,[1;1.336724401964824],[0;0.05],34988
-1.35,[1;1.277795303595168],[0;0.05],22929
1.5,[1;4.435984033687503],[0;0.05],60737
0.3,[1;1.111942111071098],[0;0.05],44218
0.15,[1;1.321102817772391],[0;0.05],42664
-2.85,[1;6.873491319183456],[0;1],3988
1.95,[1;5.353408117503722],[0;0.05],66374
-0.3,[1;1.349629081173101],[0;0.05],36968
0.8999999999999999,[1;2.063135586070252],[0;0.05],52761
1.8,[1;164.7658416835934],[0;1],65902
-0.75,[1;4.453187185065945],[0;1],31553
2.4,[1;296.6850617440473],[0;1],73453
-1.05,[1;1.290072810737772],[0;0.05],26953
-0.8999999999999999,[1;1.369146085340607],[0;1],29072
2.55,[1;792.308848062015],[0;1],75811
1.95,[1;162.5177504465149],[0;1],67652
-2.25,[1;1.02978976086089],[0;0.05],10095
-2.25,[1;4.635291133128262],[0;1],11611
1.2,[1;46.74653916090973],[0;1],57910
-1.35,[1;1.007208373378998],[0;0.05],22030
1.95,[1;120.0519204131662],[0;1],67494
-2.25,[1;1.077595424781035],[0;0.05],10257
-0.75,[1;1.286278672318119],[0;0.05],30906
-1.35,[1;1.165828297988477],[0;0.05],22557
-1.5,[1;1.532184285894977],[0;1],21094
-2.25,[1;1.061955300165185],[0;0.05],10204
-1.95,[1;1.194403353982053],[0;0.05],14655
-0.75,[1;1.132218586806496],[0;0.05],30426
-2.25,[1;1.238423121302511],[0;0.05],10802
-0.8999999999999999,[1;1.055090648532502],[0;0.05],28188
1.35,[1;61.99394428073418],[0;1],59891
-2.85,[1;1.117636912969558],[0;0.05],2387
-0.8999999999999999,[1;2.045453979472391],[0;1],29180
0.15,[1;1.304492727541438],[0;0.05],42631
1.65,[1;23.84288299888676],[0;1],63213
2.85,[1;69.67721415912465],[0;0.05],78718
2.1,[1;10.44848265584644],[0;0.05],68553
0.75,[1;5.069267959422995],[0;1],51216
-3,[1;1.130477223903012],[0;0.05],430
-1.5,[1;2.292027436468731],[0;1],21221
-2.25,[1;2.528300760351493],[0;1],11254
1.35,[1;72.85554554394272],[0;1],60042
0.75,[1;1.140495707179029],[0;0.05],50159
0.8999999999999999,[1;1.887155974422974],[0;0.05],52641
2.85,[1;421.7834686806966],[0;1],79264
0.75,[1;3.922356448566514],[0;1],51165
2.4,[1;360.1609653717344],[0;1],73538
-1.95,[1;1.080474763019661],[0;0.05],14270
3,[1;131.018198449413],[0;0.05],80944
-0.45,[1;1.170089158746696],[0;0.05],34508
-0.6000000000000001,[1;1.166901103851042],[0;0.05],32519
1.95,[1;245.0304708277684],[0;1],67959
0.75,[1;2.064771454163369],[0;0.05],50981
-1.95,[1;1.467250166588443],[0;1],15078
-3,[1;1.038020937085797],[0;0.05],114
-1.2,[1;1.898792339639451],[0;1],25157
2.4,[1;8.913919988676239],[0;0.05],72268
-0.15,[1;9.074274046399324],[0;1],40034
0.8999999999999999,[1;1.65984897604524],[0;0.05],52486
-1.5,[1;1.059814958276516],[0;0.05],20204
-1.2,[1;3.587644665766872],[0;1],25435
1.8,[1;4.92590238071471],[0;0.05],64457
1.2,[1;34.26948023356712],[0;1],57673
2.1,[1;278.2398869419496],[0;1],69788
3,[1;1082.427248385414],[0;1],81431
1.5,[1;2.512088463313413],[0;0.05],60349
0.6000000000000001,[1;14.79647418298166],[0;1],49815
2.55,[1;28.25302275208736],[0;0.05],74576
1.35,[1;2.938483107924751],[0;1],59070
0.75,[1;23.23994444514921],[0;1],52024
-0.3,[1;1.199885388090434],[0;0.05],36562
2.85,[1;522.2944996611059],[0;1],79312
2.25,[1;176.5208342871619],[0;1],71386
0.75,[1;7.250648676150028],[0;1],51313
0.15,[1;4.432240113876256],[0;1],43368
-2.7,[1;5.489372988808108],[0;1],5754
-0.3,[1;5.764867568734658],[0;1],37667
-2.4,[1;1.015311217925057],[0;0.05],8044
1.95,[1;7.181051435394679],[0;0.05],66510
-2.85,[1;4.854926231569202],[0;1],3644
1.2,[1;3.124124921443115],[0;0.05],56847
0.3,[1;1.510326973921071],[0;0.05],44894
-2.55,[1;1.122489305285219],[0;0.05],6406
2.7,[1;69.33620802241175],[0;0.05],76981
0.75,[1;15.99866000405534],[0;1],51702
2.4,[1;9.399323957593847],[0;0.05],72281
-2.55,[1;1.400195285349776],[0;1],7059
-2.85,[1;3.123889310504652],[0;1],3349
-1.8,[1;1.258599133806284],[0;0.05],16872
-1.65,[1;1.092452599666199],[0;0.05],18313
0.6000000000000001,[1;4.492554936231556],[0;1],49231
-1.05,[1;1.04428206459352],[0;0.05],26154
-0.8999999999999999,[1;2.508850129155281],[0;1],29254
-1.65,[1;1.203057072438125],[0;0.05],18685
-0.75,[1;1.173943193299227],[0;0.05],30556
1.95,[1;10.31223447266375],[0;0.05],66743
0.3,[1;1.287561473688394],[0;0.05],44516
1.2,[1;2.18966164734889],[0;0.05],56492
2.7,[1;6.858179788140348],[0;0.05],76139
1.95,[1;7.947049002451918],[0;0.05],66567
0.45,[1;10.5087682476553],[0;1],47700
-0.8999999999999999,[1;1.005306872992246],[0;0.05],28029
1.05,[1;6.340401847950216],[0;1],55176
-2.85,[1;4.72583195271015],[0;1],3622
1.35,[1;4.035310987198021],[0;0.05],58886
1.65,[1;4.158715074271554],[0;0.05],62505
-0.45,[1;1.228758650629745],[0;0.05],34677
-1.8,[1;1.006806166336353],[0;0.05],16023
-2.1,[1;1.703079385053692],[0;1],13116
-1.95,[1;5.568679441234575],[0;1],15771
2.25,[1;529.2075050470103],[0;1],72051
1.95,[1;101.2379450819357],[0;1],67424
0,[1;1.308812831488326],[0;0.05],40722
-1.35,[1;1.164624351691631],[0;0.05],22553
-1.35,[1;1.08395994980294],[0;0.05],22285
-1.5,[1;1.188150671503343],[0;0.05],20633
-3,[1;4.311744124773272],[0;1],1551
-2.55,[1;1.290638207357414],[0;0.05],6977
-0.15,[1;1.268337017209454],[0;0.05],38694
2.55,[1;644.9807496738206],[0;1],75671
-3,[1;1.252484412519401],[0;0.05],847
-0.3,[1;1.205417790544227],[0;0.05],36577
-0.8999999999999999,[1;1.039122267698835],[0;0.05],28137
0,[1;3.618898395112879],[0;1],41321
-2.55,[1;1.153704337894068],[0;0.05],6512
0.75,[1;1.504808775333441],[0;0.05],50483
-2.85,[1;5.283284520510598],[0;1],3717
-1.95,[1;5.835006017510299],[0;1],15816
-1.8,[1;4.76621275173525],[0;1],17636
1.05,[1;20.80773551747772],[0;1],55547
2.1,[1;8.902506809193527],[0;1],69074
-1.65,[1;1.249439593277964],[0;0.05],18841
1.95,[1;13.9943982160617],[0;0.05],67017
-0.8999999999999999,[1;5.045004732149474],[0;1],29659
2.1,[1;354.4389776797882],[0;1],69990
-1.35,[1;4.455019783906844],[0;1],23581
-1.8,[1;4.700966046383796],[0;1],17625
2.85,[1;591.3958334601373],[0;1],79345
-1.65,[1;1.035961067874087],[0;0.05],18123
0.45,[1;7.79380145473882],[0;1],47509
2.7,[1;50.93412844747196],[0;0.05],76733
1.8,[1;7.853895307644468],[0;0.05],64762
-1.95,[1;2.627250365478258],[0;1],15274
0.15,[1;5.972448480746457],[0;1],43521
2.55,[1;15.09872825314144],[0;0.05],74326
0.15,[1;9.425333904514293],[0;1],43864
0.6000000000000001,[1;1.754223204441272],[0;0.05],48887
-0.75,[1;6.282650700516459],[0;1],31838
-1.2,[1;6.017648012712803],[0;1],25835
-1.5,[1;1.219262359558331],[0;0.05],20737
-1.05,[1;1.479578982846106],[0;1],27089
-3,[1;1.243121750563227],[0;0.05],815
-2.1,[1;2.21731513362602],[0;1],13203
0,[1;2.902117258279683],[0;1],41240
0.6000000000000001,[1;1.632481692793025],[0;0.05],48749
1.65,[1;5.948396980966073],[0;1],63083
1.05,[1;2.17366566602693],[0;0.05],54640
0.6000000000000001,[1;1.553967239628577],[0;0.05],48660
0,[1;1.338457483443773],[0;0.05],40789
-0.6000000000000001,[1;3.110196001308685],[0;1],33335
0,[1;4.273735483083948],[0;1],41395
1.95,[1;1.604051605065655],[0;0.05],66095
-1.95,[1;5.024189551959765],[0;1],15679
-1.35,[1;1.137234573438381],[0;0.05],22462
2.7,[1;441.6840269996516],[0;1],77358
-2.25,[1;1.177633202984302],[0;0.05],10596
-1.65,[1;1.134375262732978],[0;0.05],18454
2.1,[1;340.858941706708],[0;1],69954
-2.55,[1;3.119966893233524],[0;1],7351
1.5,[1;64.16616768710321],[0;1],61682
1.2,[1;2.997864187822363],[0;1],57079
0.45,[1;10.22447853111954],[0;1],47680
0,[1;1.170766094024155],[0;0.05],40410
0.15,[1;2.881965025653962],[0;1],43214
2.55,[1;512.3854611244457],[0;1],75545
1.65,[1;4.970849439700263],[0;0.05],62623
-0.75,[1;4.709953994251983],[0;1],31593
-0.8999999999999999,[1;1.231369048715926],[0;0.05],28751
-2.7,[1;6.74530721190239],[0;1],5968
-2.1,[1;3.4703953485379],[0;1],13415
1.8,[1;3.073106856460798],[0;0.05],64264
-1.95,[1;1.247076832401029],[0;0.05],14833
-2.55,[1;1.260012137627978],[0;0.05],6873
0.45,[1;15.42698034372389],[0;1],48046
2.1,[1;18.99258862224269],[0;0.05],69006
2.7,[1;1392.952817930007],[0;1],77999
0,[1;1.169438721548538],[0;0.05],40407
-0.15,[1;6.007333215577088],[0;1],39650
-3,[1;6.781146215714091],[0;1],1973
0.3,[1;1.470252756947997],[0;0.05],44826
-1.95,[1;3.905617931601729],[0;1],15490
-1.65,[1;5.221696328592709],[0;1],19713
-0.45,[1;4.422612580336186],[0;1],35512
-0.15,[1;1.34381251421797],[0;0.05],38883
-0.45,[1;1.266598737110529],[0;0.05],34786
-0.75,[1;1.033684323781355],[0;0.05],30119
2.1,[1;305.7771821095843],[0;1],69861
-0.15,[1;1.186072718882711],[0;0.05],38488
2.4,[1;664.8453027846324],[0;1],73946
-2.55,[1;4.698387410058333],[0;1],7619
0,[1;1.172093466499772],[0;0.05],40413
