log10c0,Omega,deltaE,gtype,h,id,final_rho,n_batches,end_S,end_NutIntegrals
-2.68421052631579,[0;9.274769039594886e-05],[0;1],linear,NaN,1985,[0.000116532930977898;0.707394316830559],14071,0.00159952410254079,0.00146399880661464
-2.68421052631579,[0;9.274769039594886e-05],[0;1],hill,1,1986,[0.000116533009252298;0.707394475105899],14071,0.0015995247451533,0.00146553619794169
-2.68421052631579,[0;9.418723913639589e-05],[0;1],linear,NaN,1987,[0.000117270877891337;0.704195141999949],14212,0.00161515727059837,0.00147063898845501
-2.68421052631579,[0;9.418723913639589e-05],[0;1],hill,1,1988,[0.000117270957540099;0.704195296004832],14212,0.00161515793757082,0.00147218335337041
-2.68421052631579,[0;9.564913129657938e-05],[0;1],linear,NaN,1989,[0.000118054992386993;0.70097572185633],14358,0.00163152777183588,0.00147738223063472
-2.68421052631579,[0;9.564913129657938e-05],[0;1],hill,1,1990,[0.000118055073946323;0.700975871553291],14358,0.0016315284700738,0.00147893367753468
-2.68421052631579,[0;9.713371367156925e-05],[0;1],linear,NaN,1991,[0.000118906219656586;0.697736236743274],14509,0.00164890479392203,0.00148423013738604
-2.68421052631579,[0;9.713371367156925e-05],[0;1],hill,1,1992,[0.000118906304373031;0.697736382102133],14509,0.00164890553915973,0.001485788776334
-2.68421052631579,[0;9.864133843908517e-05],[0;1],linear,NaN,1993,[0.000119777264389922;0.694476916769794],14666,0.00166670986798986,0.00149118431985444
-2.68421052631579,[0;9.864133843908517e-05],[0;1],hill,1,1994,[0.000119777354772236;0.694477057756965],14666,0.00166671069203966,0.00149275026277221
-2.68421052631579,[0;0.0001001723632430429],[0;1],linear,NaN,1995,[0.000120692495162255;0.691197954445157],14829,0.00168525386032512,0.00149824643332938
-2.68421052631579,[0;0.0001001723632430429],[0;1],hill,1,1996,[0.000120692599347175;0.691198091024737],14829,0.00168525486568388,0.00149981979362768
-2.68421052631579,[0;0.0001017271512783944],[0;1],linear,NaN,1997,[0.000121608923669777;0.687899591185344],14999,0.00170400600389286,0.00150541814121946
-2.68421052631579,[0;0.0001017271512783944],[0;1],hill,1,1998,[0.000121609178929543;0.687899723246965],14999,0.001704008915888,0.0015069990342383
-2.68421052631579,[0;0.0001033060713772875],[0;1],linear,NaN,1999,[0.000122623610045628;0.684582770211091],15175,0.00172419128703502,0.00151269967825735
-2.68421052631579,[0;0.0001033060713772875],[0;1],hill,1,2000,[0.000122623621319254;0.684582507569507],15175,0.00172419202172911,0.00151428902417704
-2.68421052631579,[0;0.0001049094980965601],[0;1],linear,NaN,2001,[0.000123628492612004;0.681245834015558],15359,0.00174446427205441,0.00152009649038688
-2.68421052631579,[0;0.0001049094980965601],[0;1],hill,1,2002,[0.000123628505903111;0.681245579160235],15359,0.00174446502467814,0.00152169357213752
-2.68421052631579,[0;0.0001065378118065954],[0;1],linear,NaN,2003,[0.000124724606732996;0.677890129275576],15550,0.00176610668582787,0.00152760810235516
-2.68421052631579,[0;0.0001065378118065954],[0;1],hill,1,2004,[0.000124724622130351;0.677889882046107],15550,0.00176610745801305,0.00152921304070531
-2.68421052631579,[0;0.000108191398781553],[0;1],linear,NaN,2005,[0.000125878359929266;0.674515920395393],15749,0.0017887068388858,0.00153523628605608
-2.68421052631579,[0;0.000108191398781553],[0;1],hill,1,2006,[0.000125878377590367;0.674515680623941],15749,0.00178870763302062,0.00153684920364824
-2.68421052631579,[0;0.0001098706512910041],[0;1],linear,NaN,2007,[0.000127059744339561;0.671123476371226],15957,0.00181189334852146,0.00154298284226815
-2.68421052631579,[0;0.0001098706512910041],[0;1],hill,1,2008,[0.000127059764325309;0.67112324388214],15957,0.00181189416568334,0.00154460386356352
-2.68421052631579,[0;0.0001115759676929848],[0;1],linear,NaN,2009,[0.000128309334778856;0.66771303056853],16174,0.00183619423598848,0.00155084961664418
-2.68421052631579,[0;0.0001115759676929848],[0;1],hill,1,2010,[0.000128309357231887;0.667712805175922],16174,0.00183619507848567,0.00155247898426673
-2.68421052631579,[0;0.0001133077525284981],[0;1],linear,NaN,2011,[0.000129670445396144;0.664284822135959],16400,0.00186217992715818,0.00155883867594103
-2.68421052631579,[0;0.0001133077525284981],[0;1],hill,1,2012,[0.000129670470519903;0.664284603645873],16400,0.00186218079826234,0.0015604765366539
-2.68421052631579,[0;0.000115066416617479],[0;1],linear,NaN,2013,[0.000131057325859532;0.660839174534087],16637,0.00188876390261728,0.00156695183140871
-2.68421052631579,[0;0.000115066416617479],[0;1],hill,1,2014,[0.000131057353753506;0.660838962740799],16637,0.00188876480401293,0.00156859814963362
-2.68421052631579,[0;0.0001168523771562513],[0;1],linear,NaN,2015,[0.000132521796909189;0.65737633567258],16885,0.00191662545957797,0.00157519085000054
-2.68421052631579,[0;0.0001168523771562513],[0;1],hill,1,2016,[0.000132521827746822;0.65737613036102],16885,0.00191662639412553,0.00157684575913087
-2.68421052631579,[0;0.0001186660578164962],[0;1],linear,NaN,2017,[0.000134119473103416;0.653896558604893],17144,0.00194650232026131,0.00158355769531698
-2.68421052631579,[0;0.0001186660578164962],[0;1],hill,1,2018,[0.000134119507028769;0.653896359549988],17144,0.00194650329066163,0.00158522133074964
-2.68421052631579,[0;0.000120507888845757],[0;1],linear,NaN,2019,[0.00013571514758782;0.650400216045537],17417,0.00197665638307546,0.00159205431916457
-2.68421052631579,[0;0.000120507888845757],[0;1],hill,1,2020,[0.000135715184766583;0.650400023008881],17417,0.00197665739194828,0.00159372681800907
-2.68421052631579,[0;0.0001223783071695044],[0;1],linear,NaN,2021,[0.000137505916220424;0.646887491380178],17702,0.00200966950820562,0.00160068277675672
-2.68421052631579,[0;0.0001223783071695044],[0;1],hill,1,2022,[0.000137505956933534;0.646887304112684],17702,0.00200967056033054,0.00160236427877318
-2.68421052631579,[0;0.0001242777564947846],[0;1],linear,NaN,2023,[0.000139305518333761;0.643358800342605],18003,0.00204313123618576,0.00160944507097447
-2.68421052631579,[0;0.0001242777564947846],[0;1],hill,1,2024,[0.000139305562813052;0.643358618579748],18003,0.00204313233523893,0.00161113571806586
-2.68421052631579,[0;0.000126206687415478],[0;1],linear,NaN,2025,[0.000141259207893816;0.639814370771752],18319,0.00207896036513702,0.00161834330798484
-2.68421052631579,[0;0.000126206687415478],[0;1],hill,1,2026,[0.000141259256315429;0.639814194235772],18319,0.00207896151455964,0.00162004324401211
-2.68421052631579,[0;0.0001281655575191896],[0;1],linear,NaN,2027,[0.000143326847236593;0.636254545742536],18652,0.00211665429575831,0.00162737958604524
-2.68421052631579,[0;0.0001281655575191896],[0;1],hill,1,2028,[0.000143326899897864;0.636254374140005],18652,0.0021166555005597,0.00162908895739722
-2.68421052631579,[0;0.0001301548314958005],[0;1],linear,NaN,2029,[0.000145542180593577;0.632679631793769],19003,0.00215668200309266,0.00163655605143731
-2.68421052631579,[0;0.0001301548314958005],[0;1],hill,1,2030,[0.000145542237861216;0.632679464815357],19003,0.00215668326939378,0.00163827500659308
-2.68421052631579,[0;0.0001321749812477026],[0;1],linear,NaN,2031,[0.000147886368443595;0.629089972313451],19374,0.00219882021842824,0.00164587487279641
-2.68421052631579,[0;0.0001321749812477026],[0;1],hill,1,2032,[0.000147886437045414;0.629089809628582],19374,0.00219882163688904,0.001647603562848
-2.68421052631579,[0;0.0001342264860017448],[0;1],linear,NaN,2033,[0.000150353611535651;0.625485909306154],19767,0.00224301664698063,0.00165533825536951
-2.68421052631579,[0;0.0001342264860017448],[0;1],hill,1,2034,[0.000150353680188771;0.625485750579093],19767,0.00224301806928742,0.00165707683355268
-2.68421052631579,[0;0.0001363098324229174],[0;1],linear,NaN,2035,[0.000153014828127699;0.621867747193167],20183,0.0022902433280373,0.00166494845279972
-2.68421052631579,[0;0.0001363098324229174],[0;1],hill,1,2036,[0.000153014899927469;0.621867592055061],20183,0.00229024479686553,0.00166669707476545
-2.68421052631579,[0;0.0001384255147298001],[0;1],linear,NaN,2037,[0.000155894074109551;0.618235823680631],20624,0.0023408561386798,0.00167470774364377
-2.68421052631579,[0;0.0001384255147298001],[0;1],hill,1,2038,[0.000155894150470452;0.618235671744442],20624,0.00234085767472635,0.00167646656777814
-2.68421052631579,[0;0.0001405740348118021],[0;1],linear,NaN,2039,[0.000158911025054227;0.61459054157344],21094,0.00239381257207639,0.0016846184229583
-2.68421052631579,[0;0.0001405740348118021],[0;1],hill,1,2040,[0.000158911108261791;0.614590392427326],21094,0.00239381420789168,0.00168638760989716
-2.68421052631579,[0;0.0001427559023482223],[0;1],linear,NaN,2041,[0.000162192648172827;0.610932192175859],21594,0.00245085114991123,0.00169468285885433
-2.68421052631579,[0;0.0001427559023482223],[0;1],hill,1,2042,[0.00016219277839128;0.610932045360905],21594,0.00245085342906562,0.00169646257166593
-2.68421052631579,[0;0.0001449716349291571],[0;1],linear,NaN,2043,[0.000165706820880986;0.60726270284813],22128,0.00251157482625645,0.00170489928984468
-2.68421052631579,[0;0.0001449716349291571],[0;1],hill,1,2044,[0.000165706749064947;0.607261933283258],22128,0.00251157669257909,0.00170669142303656
-2.68421052631579,[0;0.0001472217581782845],[0;1],linear,NaN,2045,[0.000169511478544621;0.603578317932495],22699,0.00257682262591289,0.0017152811727398
-2.68421052631579,[0;0.0001472217581782845],[0;1],hill,1,2046,[0.000169511413835989;0.603577571788522],22699,0.00257682458723083,0.00171708402618152
-2.68421052631579,[0;0.0001495068058775552],[0;1],linear,NaN,2047,[0.000173580137294959;0.599881979189011],23312,0.00264627157075686,0.00172582400757368
-2.68421052631579,[0;0.0001495068058775552],[0;1],hill,1,2048,[0.000173580080354428;0.59988125551203],23312,0.00264627364034481,0.00172763775388463
-2.68421052631579,[0;0.0001518273200938173],[0;1],linear,NaN,2049,[0.000177988055125835;0.596174029173621],23971,0.00272098918537754,0.00173653029742759
-2.68421052631579,[0;0.0001518273200938173],[0;1],hill,1,2050,[0.000177988006777353;0.596173326937738],23971,0.00272099138013722,0.00173835511276776
-2.68421052631579,[0;0.0001541838513074079],[0;1],linear,NaN,2051,[0.000182799474850883;0.592454822190049],24681,0.00280190251153778,0.00174740258122284
-2.68421052631579,[0;0.0001541838513074079],[0;1],hill,1,2052,[0.000182799436019978;0.592454140288954],24681,0.00280190485100846,0.001749238644042
-2.68421052631579,[0;0.0001565769585427394],[0;1],linear,NaN,2053,[0.000188078260081366;0.588724718146514],25448,0.0028899407680945,0.00175844343578608
-2.68421052631579,[0;0.0001565769585427394],[0;1],hill,1,2054,[0.000188078231908136;0.588724055391936],25448,0.00288994327600166,0.00176029092749814
-2.68421052631579,[0;0.0001590072095009138],[0;1],linear,NaN,2055,[0.000193783803711473;0.584984139261062],26281,0.00298460917774704,0.00176965546150672
-2.68421052631579,[0;0.0001590072095009138],[0;1],hill,1,2056,[0.000193783787339595;0.584983494359945],26281,0.00298461187785719,0.00177151456655878
-2.68421052631579,[0;0.0001614751806943939],[0;1],linear,NaN,2057,[0.000200081325767284;0.581233399851579],27187,0.00308823120236807,0.00178104132794815
-2.68421052631579,[0;0.0001614751806943939],[0;1],hill,1,2058,[0.000200081322879831;0.58123277140535],27187,0.00308823412871375,0.00178291223399041
-2.68421052631579,[0;0.0001639814575837666],[0;1],linear,NaN,2059,[0.000207009714151856;0.577472888459908],28177,0.00320140904373789,0.00179260372623698
-2.68421052631579,[0;0.0001639814575837666],[0;1],hill,1,2060,[0.000207009726531121;0.577472274938754],28177,0.00320141223307998,0.00179448662385253
-2.68421052631579,[0;0.0001665266347166267],[0;1],linear,NaN,2061,[0.000214684659221957;0.573702956601153],29263,0.00332580188804638,0.00180434539751654
-2.68421052631579,[0;0.0001665266347166267],[0;1],hill,1,2062,[0.000214684688948115;0.573702356333112],29263,0.00332580538378043,0.00180624048014686
-2.68421052631579,[0;0.0001691113158686186],[0;1],linear,NaN,2063,[0.000223217495018806;0.569923963030815],30460,0.00346301347122523,0.00181626912198886
-2.68421052631579,[0;0.0001691113158686186],[0;1],hill,1,2064,[0.000223217544824497;0.569923374175537],30460,0.00346301732848711,0.00181817658657964
-2.68421052631579,[0;0.0001717361141866652],[0;1],linear,NaN,2065,[0.000232705539398948;0.566136278642014],31787,0.00361445584387766,0.00182837771915868
-2.68421052631579,[0;0.0001717361141866652],[0;1],hill,1,2066,[0.000232705612400407;0.566135699168585],31787,0.00361446012605036,0.00183029776587715
-2.68421052631579,[0;0.0001744016523344212],[0;1],linear,NaN,2067,[0.000243464357610514;0.562340162242978],33264,0.0037845433566015,0.00184067407322823
-2.68421052631579,[0;0.0001744016523344212],[0;1],hill,1,2068,[0.000243464458062485;0.562339589897847],33264,0.00378454814873898,0.00184260690555291
-2.68421052631579,[0;0.0001771085626399833],[0;1],linear,NaN,2069,[0.000255603967431473;0.558535987713822],34921,0.00397485422032093,0.00185316108418107
-2.68421052631579,[0;0.0001771085626399833],[0;1],hill,1,2070,[0.000255604100528479;0.558535419978537],34921,0.00397485962463853,0.00185510690884437
-2.68421052631579,[0;0.0001798574872458934],[0;1],linear,NaN,2071,[0.000269433420243379;0.554724027529395],36793,0.00418968929991292,0.00186584171343074
-2.68421052631579,[0;0.0001798574872458934],[0;1],hill,1,2072,[0.000269433526045475;0.554723461616256],36793,0.00418969453073069,0.00186780074073374
-2.68421052631579,[0;0.0001826490782614696],[0;1],linear,NaN,2073,[0.000285404988372165;0.550904484009896],38924,0.00443528447194956,0.00187871897340764
-2.68421052631579,[0;0.0001826490782614696],[0;1],hill,1,2074,[0.000285405055742594;0.550903916742489],38924,0.00443528942779117,0.00188069141746855
-2.68421052631579,[0;0.0001854839979175021],[0;1],linear,NaN,2075,[0.000303975919056107;0.547077563035527],41374,0.00471788045092235,0.0018917959121038
-2.68421052631579,[0;0.0001854839979175021],[0;1],hill,1,2076,[0.000303974960624968;0.547077140482402],41374,0.00471787054740375,0.00189378361777347
-2.68421052631579,[0;0.0001883629187233496],[0;1],linear,NaN,2077,[0.000325818290555484;0.543243492228103],44222,0.00504655625861863,0.00190507613476284
-2.68421052631579,[0;0.0001883629187233496],[0;1],hill,1,2078,[0.000325817961596776;0.543242905843977],44222,0.00504655656871841,0.00190707475563772
-2.68421052631579,[0;0.0001912865236264745],[0;1],linear,NaN,2079,[0.000351908946852658;0.53940179984263],47575,0.00543436893476781,0.00191855995570567
-2.68421052631579,[0;0.0001912865236264745],[0;1],hill,1,2080,[0.000351908614707788;0.539401106435219],47575,0.00543437056765122,0.00192057319962294
-2.68421052631579,[0;0.0001942555061744538],[0;1],linear,NaN,2081,[0.000383583642373924;0.535552315799471],51584,0.00589891525251831,0.00193225405436068
-2.68421052631579,[0;0.0001942555061744538],[0;1],hill,1,2082,[0.000383583313380232;0.535551520652009],51584,0.00589891850010198,0.00193428208523816
-2.68421052631579,[0;0.0001972705706795051],[0;1],linear,NaN,2083,[0.000422858396405581;0.531694480521815],56467,0.00646638727624826,0.00194616161230982
-2.68421052631579,[0;0.0001972705706795051],[0;1],hill,1,2084,[0.000422858080540942;0.531693588685879],56467,0.00646639254857364,0.00194820459792003
-2.68421052631579,[0;0.0002003324323855658],[0;1],linear,NaN,2085,[0.00047277253274126;0.527827226017284],62554,0.00717558064682012,0.00196028585495665
-2.68421052631579,[0;0.0002003324323855658],[0;1],hill,1,2086,[0.000472772247827274;0.527826242271913],62554,0.00717558855993439,0.00196234396772678
-2.68421052631579,[0;0.0002034418176379657],[0;1],linear,NaN,2087,[0.000538275147025878;0.523948531644735],70368,0.00808848527396612,0.00197463005685397
-2.68421052631579,[0;0.0002034418176379657],[0;1],hill,1,2088,[0.000538274925028992;0.523947460469816],70368,0.00808849678684032,0.00197670347291161
-2.68421052631579,[0;0.000206599464055733],[0;1],linear,NaN,2089,[0.000628036170716104;0.520054518666708],80792,0.00931133082861826,0.00198919754470555
-2.68421052631579,[0;0.000206599464055733],[0;1],hill,1,2090,[0.000628036074225766;0.520053364191353],80792,0.00931134755441509,0.00199128644508239
-2.68421052631579,[0;0.0002098061207065754],[0;1],linear,NaN,2091,[0.000758495906937623;0.516137428543588],95454,0.0110400622698005,0.0020039916934892
-2.68421052631579,[0;0.0002098061207065754],[0;1],hill,1,2092,[0.000758496069196527;0.516136194495619],95454,0.0110400871658059,0.00200609626353419
-2.68421052631579,[0;0.0002130625482845758],[0;1],linear,NaN,2093,[0.000965249778781067;0.512179935598266],117740,0.0136845846005902,0.00201901592879767
-2.68421052631579,[0;0.0002130625482845758],[0;1],hill,1,2094,[0.000965250526997049;0.512178625184775],117740,0.0136846238696926,0.00202113635860131
-2.68421052631579,[0;0.0002163695192906471],[0;1],linear,NaN,2095,[0.00134264094975587;0.508135369487316],156126,0.0182823920253855,0.00203427373213191
-2.68421052631579,[0;0.0002163695192906471],[0;1],hill,1,2096,[0.00134264328862013;0.50813398509985],156126,0.0182824617124642,0.0020364102162181
-2.68421052631579,[0;0.0002197278182157873],[0;1],linear,NaN,2097,[0.00224991996308596;0.503824736855022],240143,0.0285135878788894,0.00204976865550993
-2.68421052631579,[0;0.0002197278182157873],[0;1],hill,1,2098,[0.00224980508185919;0.50382143675184],240137,0.0285125218121767,0.00205193625103473
-2.68421052631579,[0;0.0002231382417271797],[0;1],linear,NaN,2099,[0.00742144813716423;0.497382377307982],616292,0.0766309958917042,0.00206551092686283
-2.68421052631579,[0;0.0002231382417271797],[0;1],hill,1,2100,[0.00742143880429787;0.497382026533002],616291,0.0766309622496584,0.00206767164351179
-2.68421052631579,[0;0.0002266015988571804],[0;1],linear,NaN,2101,[0.994350212437221;0.0027405332887109],361324,0.0189519729123014,0.0020724415544602
-2.68421052631579,[0;0.0002266015988571804],[0;1],hill,1,2102,[0.994349381339863;0.00274055807674517],361324,0.0189521325377349,0.00207460949259329
-2.68421052631579,[0;0.0002301187111952399],[0;1],linear,NaN,2103,[0.997902654019104;0.000966157331861806],150877,0.00768052636481778,0.00207244143281408
-2.68421052631579,[0;0.0002301187111952399],[0;1],hill,1,2104,[0.997901867834484;0.000966160078449201],150877,0.00768055071298907,0.00207460936767921
-2.68421052631579,[0;0.0002336904130828035],[0;1],linear,NaN,2105,[0.998685067824109;0.000575358101270097],97682,0.00487083852553374,0.00207244140300167
-2.68421052631579,[0;0.0002336904130828035],[0;1],hill,1,2106,[0.998684285850134;0.000575358814804764],97682,0.00487084720978799,0.00207460933714865
-2.68421052631579,[0;0.0002373175518112366],[0;1],linear,NaN,2107,[0.999028483743453;0.000403829595266768],72810,0.00356127383729647,0.00207244138973066
-2.68421052631579,[0;0.0002373175518112366],[0;1],hill,1,2108,[0.999027702834244;0.000403829790957851],72810,0.00356127783342568,0.00207460932363292
-2.68421052631579,[0;0.0002410009878228221],[0;1],linear,NaN,2109,[0.999221388072178;0.000307477824991647],58247,0.00279520879869328,0.00207244138547707
-2.68421052631579,[0;0.0002410009878228221],[0;1],hill,1,2110,[0.999220607520318;0.000307477837476079],58247,0.00279521084223272,0.00207460931929646
-2.68421052631579,[0;0.0002447415949148771],[0;1],linear,NaN,2111,[0.999345028259454;0.000245726058086388],48630,0.0022888332872365,0.0020724413674737
-2.68421052631579,[0;0.0002447415949148771],[0;1],hill,1,2112,[0.999344247827625;0.000245725995302842],48630,0.00228883436043728,0.00207460930141421
-2.68421052631579,[0;0.0002485402604470387],[0;1],linear,NaN,2113,[0.999430902455592;0.000202833485159884],41779,0.00192816333438686,0.00207244136827974
-2.68421052631579,[0;0.0002485402604470387],[0;1],hill,1,2114,[0.999430122041107;0.00020283339100497],41779,0.00192816388059067,0.00207460930213068
-2.68421052631579,[0;0.0002523978855517659],[0;1],linear,NaN,2115,[0.999494017899702;0.00017130606375821],36638,0.00165736497379666,0.00207244137975668
-2.68421052631579,[0;0.0002523978855517659],[0;1],hill,1,2116,[0.999493337395682;0.000171262213318982],36639,0.00165698566598352,0.00207460928822869
-2.68421052631579,[0;0.00025631538534811],[0;1],linear,NaN,2117,[0.999542491517814;0.000147099733252343],32632,0.00144555880457935,0.00207244135986543
-2.68421052631579,[0;0.00025631538534811],[0;1],hill,1,2118,[0.999541711017097;0.000147099623434696],32632,0.00144555884911538,0.00207460929389455
-2.68421052631579,[0;0.0002602936891588015],[0;1],linear,NaN,2119,[0.999580763989418;0.000127984610137684],29417,0.00127551355120076,0.00207244135690742
-2.68421052631579,[0;0.0002602936891588015],[0;1],hill,1,2120,[0.999579983414042;0.000127984502033662],29417,0.00127551347804486,0.00207460929119927
-2.68421052631579,[0;0.0002643337407307079],[0;1],linear,NaN,2121,[0.999611731348678;0.000112514026460979],26777,0.00113581608017106,0.00207244137200746
-2.68421052631579,[0;0.0002643337407307079],[0;1],hill,1,2122,[0.999610950688453;0.000112513922099773],26777,0.00113581593020169,0.00207460930632186
-2.68421052631579,[0;0.000268436498458712],[0;1],linear,NaN,2123,[0.999637426942239;9.9685753317304e-05],24570,0.00101837576241482,0.00207244134938594
-2.68421052631579,[0;0.000268436498458712],[0;1],hill,1,2124,[0.999636646189775;9.96856540695173e-05],24570,0.00101837556531683,0.0020746092838318
-2.68421052631579,[0;0.0002726029356130662],[0;1],linear,NaN,2125,[0.999658945287366;8.89357971395778e-05],22695,0.000918698207657451,0.00207244136046466
-2.68421052631579,[0;0.0002726029356130662],[0;1],hill,1,2126,[0.999658164432297;8.89357034160297e-05],22695,0.000918697981398215,0.00207460929523997
-2.68421052631579,[0;0.0002768340405702746],[0;1],linear,NaN,2127,[0.999677362216925;7.97442671137852e-05],21083,0.00083244549607464,0.00207244133323097
-2.68421052631579,[0;0.0002768340405702746],[0;1],hill,1,2128,[0.999676581257737;7.974417898533e-05],21083,0.000832445252280921,0.00207460926801779
-2.68421052631579,[0;0.000281130817047559],[0;1],linear,NaN,2129,[0.999693118160127;7.18664636355512e-05],19680,0.000757681485114199,0.00207244136980878
-2.68421052631579,[0;0.000281130817047559],[0;1],hill,1,2130,[0.999692337080389;7.18663810814974e-05],19680,0.000757681233174274,0.002074609304854
-2.68421052631579,[0;0.0002854942843409646],[0;1],linear,NaN,2131,[0.999706989492704;6.49499277715006e-05],18450,0.000691330983268643,0.00207244132402634
-2.68421052631579,[0;0.0002854942843409646],[0;1],hill,1,2132,[0.999706207708049;6.49500634786921e-05],18450,0.000691332781711442,0.00207460925956815
-2.68421052631579,[0;0.0002899254775671604],[0;1],linear,NaN,2133,[0.999719022363432;5.89292138622338e-05],17360,0.000632976785901738,0.00207244137118099
-2.68421052631579,[0;0.0002899254775671604],[0;1],hill,1,2134,[0.999718340684279;5.88938458303359e-05],17361,0.000632632664797575,0.00207460924680527
-2.68421052631579,[0;0.0002944254479089934],[0;1],linear,NaN,2135,[0.999729820019784;5.35474057469868e-05],16390,0.000580295775787413,0.00207244132757629
-2.68421052631579,[0;0.0002944254479089934],[0;1],hill,1,2136,[0.999729038370391;5.35473995963821e-05],16390,0.000580296127100201,0.0020746092635557
-2.68421052631579,[0;0.000298995262864854],[0;1],linear,NaN,2137,[0.999739337768367;4.87869599682332e-05],15519,0.000533247669442867,0.00207244135851759
-2.68421052631579,[0;0.000298995262864854],[0;1],hill,1,2138,[0.999738556013668;4.87869409717728e-05],15519,0.000533247859620185,0.00207460929465818
-2.68421052631579,[0;0.0003036360065019104],[0;1],linear,NaN,2139,[0.999747920360775;4.45013808777621e-05],14734,0.000490496374812901,0.00207244135722242
-2.68421052631579,[0;0.0003036360065019104],[0;1],hill,1,2140,[0.9997471384738;4.45013553145318e-05],14734,0.000490496467416453,0.00207460929379658
-2.68421052631579,[0;0.0003083487797132774],[0;1],linear,NaN,2141,[0.99975569990426;4.06241163173032e-05],14023,0.000451463447900194,0.00207244132629877
-2.68421052631579,[0;0.0003083487797132774],[0;1],hill,1,2142,[0.999754917866848;4.06240869700182e-05],14023,0.000451463472474339,0.00207460926316208
-2.68421052631579,[0;0.0003131347004791702],[0;1],linear,NaN,2143,[0.999762666720311;3.7136344403816e-05],13375,0.000416036180212742,0.00207244136341322
-2.68421052631579,[0;0.0003131347004791702],[0;1],hill,1,2144,[0.99976188450691;3.71363135172695e-05],13375,0.000416036161531268,0.00207460930068192
-2.68421052631579,[0;0.00031799490413212],[0;1],linear,NaN,2145,[0.999769121272743;3.39276480880178e-05],12784,0.00038315478876084,0.0020724413046345
-2.68421052631579,[0;0.00031799490413212],[0;1],hill,1,2146,[0.999768338871496;3.39276167875529e-05],12784,0.000383154739877534,0.00207460924222561
-2.68421052631579,[0;0.0003229305436262965],[0;1],linear,NaN,2147,[0.999774914122995;3.10264455113532e-05],12241,0.000353163789161566,0.00207244134124029
-2.68421052631579,[0;0.0003229305436262965],[0;1],hill,1,2148,[0.99977413150807;3.10264147929966e-05],12241,0.000353163722392735,0.00207460927916748
-2.68421052631579,[0;0.0003279427898110211],[0;1],linear,NaN,2149,[0.99978027492976;2.83518629975574e-05],11742,0.000325275475892181,0.00207244133301878
-2.68421052631579,[0;0.0003279427898110211],[0;1],hill,1,2150,[0.999779492083255;2.83518332093466e-05],11742,0.000325275396426468,0.00207460927154815
-2.68421052631579,[0;0.0003330328317085139],[0;1],linear,NaN,2151,[0.999785235952195;2.58838799338071e-05],11282,0.000299317887957405,0.00207244129635518
-2.68421052631579,[0;0.0003330328317085139],[0;1],hill,1,2152,[0.999784452852922;2.58838514679897e-05],11282,0.000299317801423867,0.00207460923521764
-2.68421052631579,[0;0.0003382018767959637],[0;1],linear,NaN,2153,[0.999789749816009;2.36233506266235e-05],10856,0.000275336095808381,0.00207244132557707
-2.68421052631579,[0;0.0003382018767959637],[0;1],hill,1,2154,[0.999788966436048;2.36233235848905e-05],10856,0.000275336004903763,0.0020746092650433
-2.68421052631579,[0;0.000343451151291964],[0;1],linear,NaN,2155,[0.999794003124886;2.15135993631353e-05],10462,0.000252758922236412,0.00207244126920779
-2.68421052631579,[0;0.000343451151291964],[0;1],hill,1,2156,[0.999793219446574;2.15135739375083e-05],10462,0.000252758830204467,0.00207460920935841
-2.68421052631579,[0;0.0003487819004474062],[0;1],linear,NaN,2157,[0.999797828410956;1.95857282515482e-05],10095,0.000231947498852229,0.00207244134532561
-2.68421052631579,[0;0.0003487819004474062],[0;1],hill,1,2158,[0.999797044395517;1.95857043845187e-05],10095,0.000231947406601572,0.00207460928610965
-2.68421052631579,[0;0.0003541953888408773],[0;1],linear,NaN,2159,[0.999801511995427;1.776664062877e-05],9755,0.000212136464250608,0.00207244126391481
-2.68421052631579,[0;0.0003541953888408773],[0;1],hill,1,2160,[0.999800727624616;1.77666184897983e-05],9755,0.00021213637453819,0.00207460920533277
-2.68421052631579,[0;0.0003596929006786524],[0;1],linear,NaN,2161,[0.999804802644666;1.61044170039822e-05],9437,0.000193871185022176,0.0020724413457424
-2.68421052631579,[0;0.0003596929006786524],[0;1],hill,1,2162,[0.999804017872234;1.61043965791214e-05],9437,0.000193871099101188,0.00207460928821021
-2.68421052631579,[0;0.0003652757400993335],[0;1],linear,NaN,2163,[0.999807916142058;1.45472763396749e-05],9141,0.000176605058621083,0.00207244135886173
-2.68421052631579,[0;0.0003652757400993335],[0;1],hill,1,2164,[0.99980723079365;1.45284447992542e-05],9142,0.000176395379092347,0.00207460917325803
-2.68421052631579,[0;0.0003709452314832269],[0;1],linear,NaN,2165,[0.999810841255518;1.30938759717723e-05],8865,0.000160338953577321,0.00207244133206877
-2.68421052631579,[0;0.0003709452314832269],[0;1],hill,1,2166,[0.999810055589061;1.30938593425865e-05],8865,0.000160338882285856,0.00207460927620817
-2.68421052631579,[0;0.0003767027197665121],[0;1],linear,NaN,2167,[0.999813543564735;1.17463015513944e-05],8607,0.0001451132207488,0.00207244132793742
-2.68421052631579,[0;0.0003767027197665121],[0;1],hill,1,2168,[0.999812757400738;1.17462865993144e-05],8607,0.000145113155853102,0.0020746092732316
-2.68421052631579,[0;0.0003825495707602975],[0;1],linear,NaN,2169,[0.999816068906629;1.04929032068848e-05],8366,0.000130812872522652,0.00207244129964399
